"sensanaly","ID","scenario","region","soiltype","initdenres_collapsed","year","crop","fertcost","seedcost","herbcost","sundry","varcost","wtd_yield_mean","wtd_yield_sd","wtd_yield_se","wtd_yield_n","wtd_yield_ci_l","wtd_yield_ci_u","wtd_gp_mean","wtd_gp_sd","wtd_gp_se","wtd_gp_n","wtd_gp_ci_l","wtd_gp_ci_u","wtd_fuelcost_mean","wtd_fuelcost_sd","wtd_fuelcost_se","wtd_fuelcost_n","wtd_fuelcost_ci_l","wtd_fuelcost_ci_u","wtd_labcost_mean","wtd_labcost_sd","wtd_labcost_se","wtd_labcost_n","wtd_labcost_ci_l","wtd_labcost_ci_u","wtd_opscost_mean","wtd_opscost_sd","wtd_opscost_se","wtd_opscost_n","wtd_opscost_ci_l","wtd_opscost_ci_u","wtd_opp_cost_mean","wtd_opp_cost_sd","wtd_opp_cost_se","wtd_opp_cost_n","wtd_opp_cost_ci_l","wtd_opp_cost_ci_u"
"upper","CWW_c_m_LD-HR_6","CWW","central","medium","LD-HR",6,"winterwheat",243.3,72,458.22,182,955.52,4.07654063029713,1.00222224310668,0.116505969257685,74,3.84818893055206,4.30489233004219,-164.384549258088,180.673323256483,21.0028472125649,74,-205.550129794716,-123.218968721461,116.444639858848,1.56104178447998,0.181467421426235,74,116.088963712853,116.800316004843,59.3901410053532,0.672310947081081,0.0781545600997965,74,59.2369580675576,59.5433239431488,175.834780864201,2.23313422728842,0.259596580920283,74,175.325971565598,176.343590162805,-568.434549258089,180.673323256483,21.0028472125649,74,-609.600129794716,-527.268968721461
"lower","CWW_c_l_LD-HR_1","CWW","central","light","LD-HR",1,"winterwheat",188.7,72,458.22,182,900.92,6.48,0,0,74,6.48,6.48,336.68,0,0,74,336.68,336.68,111,0,0,74,111,111,57,0,0,74,57,57,168,0,0,74,168,168,-364.2,0,0,74,-364.2,-364.2
"lower","CWW_c_l_LD-HR_2","CWW","central","light","LD-HR",2,"winterwheat",188.7,72,458.22,182,900.92,5.774772030989,0.0462967311980941,0.00538188568333575,74,5.76422353504966,5.78532052692834,216.975895655493,8.44915344365216,0.982194137208773,74,215.050795146564,218.900996164422,105,7.24995932250752e-15,8.42790652230239e-16,74,105,105,54,3.90067811904192e-15,4.53444620838305e-16,74,54,54,159,1.05193466054858e-14,1.22284920401553e-15,74,159,159,-339.207680069756,7.27027186737634,0.845151937608117,74,-340.864177867468,-337.551182272044
"lower","CWW_c_l_LD-HR_3","CWW","central","light","LD-HR",3,"winterwheat",188.7,72,458.22,182,900.92,5.61681709402329,0.108228219092785,0.012581274914985,74,5.59215779518992,5.64147639285666,188.146527738894,19.7506366115953,2.29596486978518,74,183.646436594115,192.646618883673,105,8.31627369252392e-15,9.66747179903249e-16,74,105,105,54,4.24048418385578e-15,4.92946273503746e-16,74,54,54,159,1.24466587568264e-14,1.44689469073115e-15,74,159,159,-74.7534722611056,19.7506366115953,2.29596486978518,74,-79.2535634058846,-70.2533811163267
"lower","CWW_c_l_LD-HR_4","CWW","central","light","LD-HR",4,"winterwheat",188.7,72,458.22,182,900.92,5.30546221410899,0.140446056988193,0.0163265224957573,74,5.2734622300173,5.33746219820067,131.325435743056,25.6323889161504,2.97970468686573,74,125.485214556799,137.165656929313,105,9.69835836909489e-15,1.12741126009864e-15,74,105,105,54,5.51639189840105e-15,6.41267532574657e-16,74,54,54,159,1.56027124761677e-14,1.81377848335322e-15,74,159,159,-511.05991080351,19.0061550226874,2.20942064298639,74,-515.390375263763,-506.729446343257
"lower","CWW_c_l_LD-HR_5","CWW","central","light","LD-HR",5,"winterwheat",188.7,72,458.22,182,900.92,5.27840160928407,0.153879343940282,0.0178881103845058,74,5.24334091293044,5.3134623056377,126.386685862475,28.0840578555436,3.26470541205175,74,119.987863254853,132.785508470096,105,1.30964809074741e-14,1.52243498134738e-15,74,105,105,54,5.76168342603995e-15,6.69782093466543e-16,74,54,54,159,1.79138017661913e-14,2.0824371562446e-15,74,159,159,-374.555379824773,23.6067439624959,2.74422824407006,74,-379.93406718315,-369.176692466396
"lower","CWW_c_l_LD-HR_6","CWW","central","light","LD-HR",6,"winterwheat",188.7,72,458.22,182,900.92,5.14439029172432,0.153999883592797,0.0179021228344857,74,5.10930213096873,5.17947845247992,101.932892597537,28.1051996390526,3.26716309446351,74,95.5292529323886,108.336532262686,105,1.26669707057054e-14,1.47250543457539e-15,74,105,105,54,6.11118813240448e-15,7.10411190311271e-16,74,54,54,159,1.82200427831285e-14,2.11803695135006e-15,74,159,159,-160.967107402463,28.1051996390526,3.26716309446351,74,-167.370747067611,-154.563467737314
"upper","CWW_c_l_LD-HR_1","CWW","central","light","LD-HR",1,"winterwheat",188.7,72,458.22,182,900.92,6.381,0.0996757757630842,0.011587073572417,74,6.35828933579806,6.40371066420194,318.611,18.1923393157896,2.11481648868689,74,314.465959682174,322.756040317826,111,0,0,74,111,111,57,0,0,74,57,57,168,0,0,74,168,168,-364.203,0.00302047805346983,0.000351123441593395,74,-364.203688201946,-364.202311798054
"upper","CWW_c_l_LD-HR_2","CWW","central","light","LD-HR",2,"winterwheat",188.7,72,458.22,182,900.92,4.8892383544255,0.462702843007413,0.0537881129396638,74,4.78381365306376,4.99466305578724,56.7965836012153,83.6314343778074,9.72195677117878,74,37.7415483297049,75.8516188727257,104.003055437187,0.550072526032083,0.0639446322890777,74,103.8777239579,104.128386916473,53.566753983452,0.263677045796805,0.0306518339648245,74,53.506676388881,53.6268315780231,157.569809420639,0.813351622416636,0.0945502055743884,74,157.384491017713,157.755127823565,-273.249862909794,50.399551301622,5.85882883256154,74,-284.733167421615,-261.766558397974
"upper","CWW_c_l_LD-HR_3","CWW","central","light","LD-HR",3,"winterwheat",188.7,72,458.22,182,900.92,4.13292647080901,0.707964817080336,0.082299238299289,74,3.97161996374241,4.29423297787562,-79.9163764668094,127.836071921904,14.8606415072064,74,-109.043233820934,-50.7895191126849,103.139937412333,0.884210214565846,0.102787349596445,74,102.938474207124,103.341400617542,53.1117734909727,0.485833993059775,0.05647705451468,74,53.0010784641239,53.2224685178214,156.251710903306,1.36923391614526,0.159170209639839,74,155.939737292412,156.5636845142,-342.816376466809,127.836071921904,14.8606415072064,74,-371.943233820934,-313.689519112685
"upper","CWW_c_l_LD-HR_4","CWW","central","light","LD-HR",4,"winterwheat",188.7,72,458.22,182,900.92,3.60625392311142,0.794121150564184,0.0923147086296114,74,3.42531709419738,3.78719075202546,-175.316965254423,143.269059504957,16.654689872499,74,-207.960157404521,-142.673773104325,102.685965227802,1.05215306357271,0.122310309237404,74,102.446237021697,102.925693433907,52.8504332535418,0.610325285073329,0.0709488732554228,74,52.7113734619612,52.9894930451225,155.536398481344,1.66122380419579,0.193113344662785,74,155.157896325805,155.914900636883,-356.774625428463,105.628201390768,12.2790289964334,74,-380.841522261473,-332.707728595454
"upper","CWW_c_l_LD-HR_5","CWW","central","light","LD-HR",5,"winterwheat",188.7,72,458.22,182,900.92,3.46058460620611,0.82930514420516,0.0964047648119524,74,3.27163126717468,3.64953794523753,-201.591176597043,149.597964644412,17.3904101507942,74,-235.6763804926,-167.505972701486,102.490940784998,1.10315492847643,0.128239155603991,74,102.239592040014,102.742289529982,52.7348917635969,0.652070831050859,0.0758016944033823,74,52.5863204425663,52.8834630846276,155.225832548595,1.75375752633861,0.203870171366064,74,154.826247012717,155.625418084472,-492.06048248515,112.775079965203,13.1098367551003,74,-517.755762525147,-466.365202445154
"upper","CWW_c_l_LD-HR_6","CWW","central","light","LD-HR",6,"winterwheat",188.7,72,458.22,182,900.92,3.32548037999603,0.818769399930124,0.0951800094175708,74,3.13892756153759,3.51203319845447,-226.129590006577,147.650334429843,17.1640027372044,74,-259.771035371497,-192.488144641656,102.417390432101,1.11656711364421,0.129798290460141,74,102.162985782799,102.671795081403,52.691607274889,0.66354881050962,0.0771359824130133,74,52.5404207493595,52.8427938004185,155.10899770699,1.77855947083917,0.20675333885051,74,154.703761162843,155.514234251137,-489.029590006577,147.650334429843,17.1640027372044,74,-522.671035371497,-455.388144641656
"lower","CWW_e_h_LD-HR_1","CWW","east","heavy","LD-HR",1,"winterwheat",243.3,72,458.22,182,955.52,8.96,0,0,74,8.96,8.96,678.68,0,0,74,678.68,678.68,148,0,0,74,148,148,76,0,0,74,76,76,224,0,0,74,224,224,-385.1,0,0,74,-385.1,-385.1
"lower","CWW_e_h_LD-HR_2","CWW","east","heavy","LD-HR",2,"winterwheat",243.3,72,458.22,182,955.52,8.03544843258731,0.0225843208919065,0.00262537397631684,74,8.03030269959373,8.04059416558089,532.030750230333,4.0572421492136,0.47164481965798,74,531.106326383803,532.955174076863,133.945771002065,0.0428951963758944,0.00498646529215016,74,133.935997530093,133.955544474038,67.9728855010326,0.0214475981879463,0.00249323264607498,74,67.9679987650463,67.9777722370189,201.918656503098,0.0643427945638402,0.00747969793822507,74,201.903996295139,201.933316711057,-362.820171418769,4.95554108256127,0.576069949545738,74,-363.949268519878,-361.691074317659
"lower","CWW_e_h_LD-HR_3","CWW","east","heavy","LD-HR",3,"winterwheat",243.3,72,458.22,182,955.52,7.9153805381746,0.0433589597993119,0.00504037669505819,74,7.90550139985229,7.92525967649692,510.208828253316,7.78820689605615,0.905360661714858,74,508.434321356355,511.983335150277,133.886642731537,0.083278516852612,0.0096809309422035,74,133.86766810689,133.905617356183,67.9433213657684,0.0416392584263066,0.00484046547110183,74,67.933834053445,67.9528086780917,201.829964097305,0.124917775278918,0.0145213964133053,74,201.801502160335,201.858426034275,-35.9911717466842,7.78820689605615,0.905360661714858,74,-37.7656786436453,-34.2166648497231
"lower","CWW_e_h_LD-HR_4","CWW","east","heavy","LD-HR",4,"winterwheat",243.3,72,458.22,182,955.52,7.53700896830274,0.0615879812170825,0.00715945739148453,74,7.52297643181543,7.55104150479005,441.222122515877,11.0542530389635,1.2850308138562,74,438.703462120719,443.740782911035,133.84114422987,0.123857176907155,0.0143981043569323,74,133.81292394533,133.869364514409,67.9205721149349,0.061928588453577,0.00719905217846608,74,67.9064619726651,67.9346822572047,201.761716344805,0.185785765360731,0.0215971565353983,74,201.719385917995,201.804046771614,-588.593654437887,14.8551791002401,1.72687949351945,74,-591.978338245185,-585.208970630589
"lower","CWW_e_h_LD-HR_5","CWW","east","heavy","LD-HR",5,"winterwheat",243.3,72,458.22,182,955.52,7.52413665888776,0.0741698703938662,0.00862207229922205,74,7.50723739718128,7.54103592059423,438.911708005495,13.3125408399247,1.54755143832191,74,435.878507186384,441.944908824606,133.815257232555,0.149160121455737,0.0173395119139707,74,133.781271789203,133.849242675906,67.9076286162773,0.0745800607278691,0.00866975595698544,74,67.8906358946016,67.924621337953,201.722885848832,0.223740182183607,0.0260092678709563,74,201.671907683805,201.773864013859,-379.567344354683,12.7808181949585,1.48573993637797,74,-382.479394629984,-376.655294079382
"lower","CWW_e_h_LD-HR_6","CWW","east","heavy","LD-HR",6,"winterwheat",243.3,72,458.22,182,955.52,7.34159763025339,0.0781762680381077,0.00908780656523393,74,7.32378552938553,7.35940973112125,405.619257665584,14.0260026570688,1.63048968989878,74,402.423497873382,408.815017457786,133.803928802911,0.161005597854203,0.018716520575088,74,133.767244422584,133.840613183238,67.9019644014555,0.080502798927101,0.00935826028754396,74,67.8836222112919,67.920306591619,201.705893204366,0.241508396781304,0.028074780862632,74,201.650866633876,201.760919774857,-140.580742334416,14.0260026570688,1.63048968989878,74,-143.776502126618,-137.384982542215
"upper","CWW_e_h_LD-HR_1","CWW","east","heavy","LD-HR",1,"winterwheat",243.3,72,458.22,182,955.52,8.822,0.138941990457632,0.016151678313066,74,8.79034271050639,8.85365728949361,654.095,24.7528176478325,2.87745660381687,74,648.455185056519,659.734814943481,147.7,0.302047805342676,0.0351123441588388,74,147.631179805449,147.768820194551,75.7,0.302047805342676,0.0351123441588388,74,75.6311798054487,75.7688201945513,223.4,0.604095610685352,0.0702246883176777,74,223.262359610897,223.537640389103,-384.8,0.30204780534269,0.0351123441588405,74,-384.868820194551,-384.731179805449
"upper","CWW_e_h_LD-HR_2","CWW","east","heavy","LD-HR",2,"winterwheat",243.3,72,458.22,182,955.52,7.41185027093976,0.373363563910078,0.0434026326975236,74,7.32678111085261,7.49691943102691,419.844413160815,67.2660936628349,7.81952455582515,74,404.518145031398,435.170681290233,132.877046558635,0.60679464508118,0.070538444693081,74,132.738791207037,133.015301910234,67.4196011677762,0.267787782601782,0.0311296974119004,74,67.3585869608489,67.4806153747035,200.296647726412,0.87417501168452,0.101620780957176,74,200.097470995736,200.495824457088,-290.672943809507,53.3355300349087,6.20012942770818,74,-302.825197487815,-278.520690131199
"upper","CWW_e_h_LD-HR_3","CWW","east","heavy","LD-HR",3,"winterwheat",243.3,72,458.22,182,955.52,6.9484116471882,0.526848399175721,0.0612448823801387,74,6.82837167772312,7.06845161665327,336.144825090203,94.9488036426661,11.0375742250105,74,314.511179609183,357.778470571224,132.267794141419,0.839521033826676,0.0975923378581211,74,132.076513159217,132.459075123621,67.1533544875688,0.362491018873367,0.0421387250098701,74,67.0707625865495,67.2359463885881,199.421148628988,1.2018585779079,0.139713221785798,74,199.147310714287,199.694986543688,-210.055174909797,94.9488036426661,11.0375742250105,74,-231.688820390818,-188.421529428776
"upper","CWW_e_h_LD-HR_4","CWW","east","heavy","LD-HR",4,"winterwheat",243.3,72,458.22,182,955.52,6.40838133640264,0.662093457871272,0.0769668011052657,74,6.25752640623632,6.55923626656896,238.108391529691,119.284145811436,13.8665002901529,74,210.930050960992,265.286732098391,131.8998608239,1.08644347962421,0.126296489134933,74,131.652319705195,132.147401942604,67.001652982118,0.461780532063304,0.0536808964702236,74,66.8964384250364,67.1068675391997,198.901513806018,1.5480950428075,0.179962393277384,74,198.548787515194,199.254240096842,-379.998428027826,132.017568933991,15.3467306612759,74,-410.078020123927,-349.918835931725
"upper","CWW_e_h_LD-HR_5","CWW","east","heavy","LD-HR",5,"winterwheat",243.3,72,458.22,182,955.52,6.29224017936573,0.750085450423644,0.0871956624678427,74,6.12133668092876,6.4631436778027,217.174424128707,135.152909997106,15.7112066565195,74,186.380459081928,247.968389175485,131.714805367532,1.22102223283457,0.141940951420724,74,131.436601102747,131.993009632317,66.9250250129325,0.516963580913655,0.0600957955977618,74,66.8072372535609,67.0428127723041,198.639830380465,1.73786347935429,0.202022525934054,74,198.243866229634,199.035794531295,-487.828478350614,126.578160015791,14.7144122183731,74,-516.668726298625,-458.988230402603
"upper","CWW_e_h_LD-HR_6","CWW","east","heavy","LD-HR",6,"winterwheat",243.3,72,458.22,182,955.52,6.0966697551169,0.772294362281528,0.0897773960303913,74,5.92070605889733,6.27263345133646,181.593338088512,139.118978251002,16.1722527261317,74,149.895722745294,213.29095343173,131.637810293456,1.28355372339555,0.14921008954557,74,131.345358517947,131.930262068965,66.8932449321399,0.542925882007181,0.0631138517962402,74,66.7695417826192,67.0169480816605,198.531055225596,1.82635851768238,0.212309865180238,74,198.114927889843,198.947182561349,-364.606661911488,139.118978251002,16.1722527261317,74,-396.304277254706,-332.90904656827
"lower","CWW_e_m_LD-HR_1","CWW","east","medium","LD-HR",1,"winterwheat",243.3,72,458.22,182,955.52,7.94,0,0,74,7.94,7.94,519.53,0,0,74,519.53,519.53,130,0,0,74,130,130,67,0,0,74,67,67,197,0,0,74,197,197,-377.1,0,0,74,-377.1,-377.1
"lower","CWW_e_m_LD-HR_2","CWW","east","medium","LD-HR",2,"winterwheat",243.3,72,458.22,182,955.52,7.07582760942699,0.0567686108738534,0.00659921696885216,74,7.06289314416804,7.08876207468594,377.889804829921,10.2985731290787,1.19718480868594,74,375.543322604897,380.236287054946,119.924301628292,0.0612390624313438,0.00711889640652904,74,119.910348591336,119.938254665249,61,3.90067811904192e-15,4.53444620838305e-16,74,61,61,180.924301628292,0.0612390624313461,0.00711889640652931,74,180.910348591336,180.938254665249,-334.680480046844,9.16163756144157,1.06501873354426,74,-336.767916764591,-332.593043329098
"lower","CWW_e_m_LD-HR_3","CWW","east","medium","LD-HR",3,"winterwheat",243.3,72,458.22,182,955.52,6.88220191290951,0.132708411506629,0.0154270394790887,74,6.8519649155305,6.91243891028852,342.68006228616,24.0733956031825,2.7984753954158,74,337.195050511145,348.165074061174,119.798845765146,0.144767548278203,0.0168288856540729,74,119.765861149264,119.831830381028,61,4.32126256952996e-15,5.02336570099907e-16,74,61,61,180.798845765146,0.144767548278205,0.0168288856540732,74,180.765861149264,180.831830381028,-61.3699377138405,24.0733956031825,2.7984753954158,74,-66.8549494888555,-55.8849259388256
"lower","CWW_e_m_LD-HR_4","CWW","east","medium","LD-HR",4,"winterwheat",243.3,72,458.22,182,955.52,6.50065009587173,0.172213617497427,0.0200194263936071,74,6.46141202014026,6.5398881716032,273.129454280427,31.2325279111838,3.63070762167555,74,266.013267341943,280.245641218911,119.716333633206,0.196703161047887,0.022866278005262,74,119.671515728316,119.761151538096,61,5.82139158476674e-15,6.76723025932274e-16,74,61,61,180.716333633206,0.196703161047888,0.0228662780052622,74,180.671515728316,180.761151538096,-546.747650978976,24.2567921842119,2.81979481491416,74,-552.274448816207,-541.220853141744
"lower","CWW_e_m_LD-HR_5","CWW","east","medium","LD-HR",5,"winterwheat",243.3,72,458.22,182,955.52,6.46746863995546,0.188685386022012,0.0219342305905249,74,6.42447754799803,6.51045973191289,267.111691207457,34.219835057196,3.977975023602,74,259.314860161197,274.908522253717,119.678433626448,0.215517288431765,0.0250533758886633,74,119.629329009706,119.72753824319,61,6.9080157504877e-15,8.03040519399308e-16,74,61,61,180.678433626448,0.215517288431765,0.0250533758886633,74,180.629329009707,180.72753824319,-377.091622222954,28.7933210958865,3.3471555889894,74,-383.652047177373,-370.531197268535
"lower","CWW_e_m_LD-HR_6","CWW","east","medium","LD-HR",6,"winterwheat",243.3,72,458.22,182,955.52,6.30325952437625,0.18883319059593,0.0219514125232384,74,6.26023475583071,6.3462842929218,237.158753618911,34.2413395791099,3.98047487349681,74,229.357022866857,244.960484370964,119.664357848142,0.220883367172685,0.0256771698716087,74,119.614030595193,119.71468510109,61,6.60083760755014e-15,7.67331785609105e-16,74,61,61,180.664357848142,0.220883367172687,0.0256771698716089,74,180.614030595193,180.71468510109,-166.891246381089,34.2413395791099,3.98047487349681,74,-174.692977133143,-159.089515629036
"upper","CWW_e_m_LD-HR_1","CWW","east","medium","LD-HR",1,"winterwheat",243.3,72,458.22,182,955.52,7.817,0.123839600190499,0.0143960611051241,74,7.78878372023396,7.84521627976604,497.081,22.6022372737926,2.62745671340593,74,491.931184841724,502.230815158276,130,0,0,74,130,130,67,0,0,74,67,67,197,0,0,74,197,197,-377.403,0.305068283396074,0.0354634676004239,74,-377.472508396497,-377.333491603503
"upper","CWW_e_m_LD-HR_2","CWW","east","medium","LD-HR",2,"winterwheat",243.3,72,458.22,182,955.52,5.99092023735949,0.56617515576421,0.0658165249730035,74,5.8619198484124,6.11992062630657,181.813876635763,102.226705505743,11.8836131316024,74,158.521994897822,205.105758373703,118.645507792346,0.753375638726487,0.0875781390890708,74,118.473854639732,118.817160944961,60.3606030820271,0.346810211030562,0.0403158681245485,74,60.281583980503,60.4396221835512,179.006110874374,1.10014505206417,0.127889264578156,74,178.7554479158,179.256773832947,-249.432810319645,62.3576761054867,7.24893260481471,74,-263.640718225082,-235.224902414208
"upper","CWW_e_m_LD-HR_3","CWW","east","medium","LD-HR",3,"winterwheat",243.3,72,458.22,182,955.52,5.06523841909012,0.866415185895139,0.100718719532097,74,4.86782972880721,5.26264710937303,14.6054832213636,156.352293055325,18.1755848798632,74,-21.0186631431682,50.2296295858955,117.45286513816,1.22643851714055,0.14257058168206,74,117.173426798063,117.732303478257,59.8270096865067,0.54208316741951,0.0630158882152885,74,59.7034985456048,59.9505208274087,177.279874824666,1.76842042913169,0.205574699192891,74,176.876948414248,177.682801235084,-389.444516778636,156.352293055325,18.1755848798632,74,-425.068663143168,-353.820370414105
"upper","CWW_e_m_LD-HR_4","CWW","east","medium","LD-HR",4,"winterwheat",243.3,72,458.22,182,955.52,4.42034863867557,0.971978568932377,0.112990213547985,74,4.19888782012152,4.64180945722962,-102.177225254456,175.28139996225,20.3760488613225,74,-142.114281022649,-62.2401694862643,116.820064848138,1.46732869970065,0.170573496601239,74,116.4857407948,117.154388901476,59.5518656074661,0.637147307425085,0.0740668700201485,74,59.4066945422266,59.6970366727056,176.371930455604,2.10430612714543,0.244620618474807,74,175.892474043393,176.851386867815,-336.635582250139,134.810442147383,15.6713955776435,74,-367.35151758232,-305.919646917958
"upper","CWW_e_m_LD-HR_5","CWW","east","medium","LD-HR",5,"winterwheat",243.3,72,458.22,182,955.52,4.24205286740811,1.01510089596945,0.118003082243184,74,4.01076682621147,4.47333890860475,-134.325976598725,183.049284961262,21.2790471504912,74,-176.032909013688,-92.6190441837623,116.547398922146,1.54143921700536,0.179188669243995,74,116.196189130428,116.898608713865,59.4344826478491,0.665075120095629,0.0773134122983789,74,59.2829483597442,59.5860169359539,175.981881569995,2.20630985695285,0.256478311207982,74,175.479184080028,176.484579059963,-508.832342375954,140.325030421623,16.3124534431682,74,-540.804751124564,-476.859933627345
"upper","CWW_e_m_LD-HR_6","CWW","east","medium","LD-HR",6,"winterwheat",243.3,72,458.22,182,955.52,4.07654063029713,1.00222224310668,0.116505969257685,74,3.84818893055206,4.30489233004219,-164.384549258088,180.673323256483,21.0028472125649,74,-205.550129794716,-123.218968721461,116.444639858848,1.56104178447998,0.181467421426235,74,116.088963712853,116.800316004843,59.3901410053532,0.672310947081081,0.0781545600997965,74,59.2369580675576,59.5433239431488,175.834780864201,2.23313422728842,0.259596580920283,74,175.325971565598,176.343590162805,-568.434549258089,180.673323256483,21.0028472125649,74,-609.600129794716,-527.268968721461
"lower","CWW_e_l_LD-HR_1","CWW","east","light","LD-HR",1,"winterwheat",188.7,72,458.22,182,900.92,6.48,0,0,74,6.48,6.48,336.68,0,0,74,336.68,336.68,111,0,0,74,111,111,57,0,0,74,57,57,168,0,0,74,168,168,-364.2,0,0,74,-364.2,-364.2
"lower","CWW_e_l_LD-HR_2","CWW","east","light","LD-HR",2,"winterwheat",188.7,72,458.22,182,900.92,5.774772030989,0.0462967311980941,0.00538188568333575,74,5.76422353504966,5.78532052692834,216.975895655493,8.44915344365216,0.982194137208773,74,215.050795146564,218.900996164422,105,7.24995932250752e-15,8.42790652230239e-16,74,105,105,54,3.90067811904192e-15,4.53444620838305e-16,74,54,54,159,1.05193466054858e-14,1.22284920401553e-15,74,159,159,-339.207680069756,7.27027186737634,0.845151937608117,74,-340.864177867468,-337.551182272044
"lower","CWW_e_l_LD-HR_3","CWW","east","light","LD-HR",3,"winterwheat",188.7,72,458.22,182,900.92,5.61681709402329,0.108228219092785,0.012581274914985,74,5.59215779518992,5.64147639285666,188.146527738894,19.7506366115953,2.29596486978518,74,183.646436594115,192.646618883673,105,8.31627369252392e-15,9.66747179903249e-16,74,105,105,54,4.24048418385578e-15,4.92946273503746e-16,74,54,54,159,1.24466587568264e-14,1.44689469073115e-15,74,159,159,-74.7534722611056,19.7506366115953,2.29596486978518,74,-79.2535634058846,-70.2533811163267
"lower","CWW_e_l_LD-HR_4","CWW","east","light","LD-HR",4,"winterwheat",188.7,72,458.22,182,900.92,5.30546221410899,0.140446056988193,0.0163265224957573,74,5.2734622300173,5.33746219820067,131.325435743056,25.6323889161504,2.97970468686573,74,125.485214556799,137.165656929313,105,9.69835836909489e-15,1.12741126009864e-15,74,105,105,54,5.51639189840105e-15,6.41267532574657e-16,74,54,54,159,1.56027124761677e-14,1.81377848335322e-15,74,159,159,-511.05991080351,19.0061550226874,2.20942064298639,74,-515.390375263763,-506.729446343257
"lower","CWW_e_l_LD-HR_5","CWW","east","light","LD-HR",5,"winterwheat",188.7,72,458.22,182,900.92,5.27840160928407,0.153879343940282,0.0178881103845058,74,5.24334091293044,5.3134623056377,126.386685862475,28.0840578555436,3.26470541205175,74,119.987863254853,132.785508470096,105,1.30964809074741e-14,1.52243498134738e-15,74,105,105,54,5.76168342603995e-15,6.69782093466543e-16,74,54,54,159,1.79138017661913e-14,2.0824371562446e-15,74,159,159,-374.555379824773,23.6067439624959,2.74422824407006,74,-379.93406718315,-369.176692466396
"lower","CWW_e_l_LD-HR_6","CWW","east","light","LD-HR",6,"winterwheat",188.7,72,458.22,182,900.92,5.14439029172432,0.153999883592797,0.0179021228344857,74,5.10930213096873,5.17947845247992,101.932892597537,28.1051996390526,3.26716309446351,74,95.5292529323886,108.336532262686,105,1.26669707057054e-14,1.47250543457539e-15,74,105,105,54,6.11118813240448e-15,7.10411190311271e-16,74,54,54,159,1.82200427831285e-14,2.11803695135006e-15,74,159,159,-160.967107402463,28.1051996390526,3.26716309446351,74,-167.370747067611,-154.563467737314
"upper","CWW_e_l_LD-HR_1","CWW","east","light","LD-HR",1,"winterwheat",188.7,72,458.22,182,900.92,6.381,0.0996757757630842,0.011587073572417,74,6.35828933579806,6.40371066420194,318.611,18.1923393157896,2.11481648868689,74,314.465959682174,322.756040317826,111,0,0,74,111,111,57,0,0,74,57,57,168,0,0,74,168,168,-364.203,0.00302047805346983,0.000351123441593395,74,-364.203688201946,-364.202311798054
"upper","CWW_e_l_LD-HR_2","CWW","east","light","LD-HR",2,"winterwheat",188.7,72,458.22,182,900.92,4.8892383544255,0.462702843007413,0.0537881129396638,74,4.78381365306376,4.99466305578724,56.7965836012153,83.6314343778074,9.72195677117878,74,37.7415483297049,75.8516188727257,104.003055437187,0.550072526032083,0.0639446322890777,74,103.8777239579,104.128386916473,53.566753983452,0.263677045796805,0.0306518339648245,74,53.506676388881,53.6268315780231,157.569809420639,0.813351622416636,0.0945502055743884,74,157.384491017713,157.755127823565,-273.249862909794,50.399551301622,5.85882883256154,74,-284.733167421615,-261.766558397974
"upper","CWW_e_l_LD-HR_3","CWW","east","light","LD-HR",3,"winterwheat",188.7,72,458.22,182,900.92,4.13292647080901,0.707964817080336,0.082299238299289,74,3.97161996374241,4.29423297787562,-79.9163764668094,127.836071921904,14.8606415072064,74,-109.043233820934,-50.7895191126849,103.139937412333,0.884210214565846,0.102787349596445,74,102.938474207124,103.341400617542,53.1117734909727,0.485833993059775,0.05647705451468,74,53.0010784641239,53.2224685178214,156.251710903306,1.36923391614526,0.159170209639839,74,155.939737292412,156.5636845142,-342.816376466809,127.836071921904,14.8606415072064,74,-371.943233820934,-313.689519112685
"upper","CWW_e_l_LD-HR_4","CWW","east","light","LD-HR",4,"winterwheat",188.7,72,458.22,182,900.92,3.60625392311142,0.794121150564184,0.0923147086296114,74,3.42531709419738,3.78719075202546,-175.316965254423,143.269059504957,16.654689872499,74,-207.960157404521,-142.673773104325,102.685965227802,1.05215306357271,0.122310309237404,74,102.446237021697,102.925693433907,52.8504332535418,0.610325285073329,0.0709488732554228,74,52.7113734619612,52.9894930451225,155.536398481344,1.66122380419579,0.193113344662785,74,155.157896325805,155.914900636883,-356.774625428463,105.628201390768,12.2790289964334,74,-380.841522261473,-332.707728595454
"upper","CWW_e_l_LD-HR_5","CWW","east","light","LD-HR",5,"winterwheat",188.7,72,458.22,182,900.92,3.46058460620611,0.82930514420516,0.0964047648119524,74,3.27163126717468,3.64953794523753,-201.591176597043,149.597964644412,17.3904101507942,74,-235.6763804926,-167.505972701486,102.490940784998,1.10315492847643,0.128239155603991,74,102.239592040014,102.742289529982,52.7348917635969,0.652070831050859,0.0758016944033823,74,52.5863204425663,52.8834630846276,155.225832548595,1.75375752633861,0.203870171366064,74,154.826247012717,155.625418084472,-492.06048248515,112.775079965203,13.1098367551003,74,-517.755762525147,-466.365202445154
